,Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
367536,2013-11-26,,2.0,2394.0,443.0,1.0,0.0,0,0.0,,,,,,,,,
367542,2013-11-26,,,5724.0,781.0,1.0,0.0,0,0.0,,,,,,,,,
367774,2013-11-26,,2.0,3956.0,458.0,1.0,0.0,0,0.0,,,,,,,,,
367851,2013-11-26,,2.0,10601.0,1452.0,1.0,0.0,0,0.0,,,,,,,,,
367867,2013-11-26,,2.0,7138.0,577.0,1.0,0.0,0,0.0,,,,,,,,,
367951,2013-11-27,,3.0,5751.0,481.0,1.0,0.0,0,0.0,,,,,,,,,
368012,2013-11-27,,3.0,4034.0,641.0,1.0,0.0,0,0.0,,,,,,,,,
368047,2013-11-27,,3.0,5363.0,,1.0,0.0,0,0.0,,,,,,,,,
368061,2013-11-27,,3.0,5797.0,536.0,1.0,0.0,0,0.0,,,,,,,,,
368104,2013-11-27,,3.0,5049.0,818.0,1.0,0.0,0,0.0,,,,,,,,,
368141,2013-11-27,,3.0,10253.0,1474.0,1.0,0.0,0,0.0,,,,,,,,,
368152,2013-11-27,,3.0,4999.0,528.0,1.0,0.0,0,0.0,,,,,,,,,
368218,2013-11-27,,3.0,6140.0,1047.0,1.0,0.0,0,0.0,,,,,,,,,
368256,2013-11-27,,3.0,7081.0,631.0,1.0,0.0,0,0.0,,,,,,,,,
368303,2013-11-27,,3.0,8329.0,783.0,1.0,0.0,0,0.0,,,,,,,,,
368365,2013-11-27,,3.0,7909.0,923.0,1.0,0.0,0,0.0,,,,,,,,,
368376,2013-11-27,,3.0,3930.0,303.0,1.0,0.0,0,0.0,,,,,,,,,
368455,2013-11-27,,3.0,4997.0,541.0,1.0,0.0,0,0.0,,,,,,,,,
368491,2013-11-27,,3.0,3447.0,486.0,1.0,0.0,0,0.0,,,,,,,,,
368527,2013-11-27,,3.0,6382.0,739.0,1.0,0.0,0,0.0,,,,,,,,,
368603,2013-11-27,,3.0,5382.0,646.0,1.0,0.0,0,0.0,,,,,,,,,
368623,2013-11-27,,3.0,6904.0,901.0,1.0,0.0,0,0.0,,,,,,,,,
368634,2013-11-27,,3.0,2316.0,249.0,1.0,0.0,0,0.0,,,,,,,,,
368656,2013-11-27,,3.0,5600.0,753.0,1.0,,0,0.0,,,,,,,,,
368709,2013-11-27,,3.0,3722.0,325.0,1.0,0.0,0,0.0,,,,,,,,,
368752,2013-11-27,,3.0,5882.0,877.0,1.0,0.0,0,0.0,,,,,,,,,
368779,2013-11-27,,3.0,5867.0,700.0,1.0,0.0,0,0.0,,,,,,,,,
368846,2013-11-27,,3.0,4858.0,,1.0,0.0,0,0.0,,,,,,,,,
368879,2013-11-27,,3.0,4763.0,421.0,1.0,0.0,0,0.0,,,,,,,,,
368910,2013-11-27,,3.0,13027.0,1606.0,1.0,0.0,0,0.0,,,,,,,,,
368970,2013-11-27,,3.0,8437.0,717.0,1.0,0.0,0,0.0,,,,,,,,,
368976,2013-11-27,,3.0,10661.0,979.0,1.0,0.0,0,0.0,,,,,,,,,
368980,2013-11-27,,3.0,3975.0,414.0,1.0,0.0,0,0.0,,,,,,,,,
369277,2013-11-28,,4.0,,678.0,1.0,0.0,0,0.0,,,,,,,,,
369282,2013-11-28,,4.0,3421.0,400.0,1.0,0.0,0,0.0,,,,,,,,,
369285,2013-11-28,,4.0,,769.0,1.0,0.0,0,0.0,,,,,,,,,
369295,2013-11-28,,4.0,4791.0,,1.0,0.0,0,0.0,,,,,,,,,
369305,2013-11-28,,4.0,3392.0,360.0,1.0,0.0,0,0.0,,,,,,,,,
369373,2013-11-28,,4.0,12253.0,1381.0,1.0,0.0,0,0.0,,,,,,,,,
369412,2013-11-28,,4.0,7608.0,810.0,1.0,0.0,0,0.0,,,,,,,,,
369421,2013-11-28,,4.0,4738.0,,1.0,0.0,0,0.0,,,,,,,,,
369428,2013-11-28,,4.0,7647.0,843.0,1.0,0.0,0,0.0,,,,,,,,,
369437,2013-11-28,,,8860.0,974.0,1.0,0.0,0,0.0,,,,,,,,,
369439,2013-11-28,,4.0,5422.0,606.0,1.0,0.0,0,0.0,,,,,,,,,
369474,2013-11-28,,4.0,4800.0,409.0,1.0,0.0,0,0.0,,,,,,,,,
369549,2013-11-28,,4.0,2120.0,201.0,1.0,0.0,0,0.0,,,,,,,,,
369583,2013-11-28,,4.0,5701.0,585.0,1.0,0.0,,0.0,,,,,,,,,
369673,2013-11-28,,4.0,5763.0,711.0,1.0,0.0,0,0.0,,,,,,,,,
369705,2013-11-28,,4.0,4308.0,390.0,,0.0,0,0.0,,,,,,,,,
369748,2013-11-28,,4.0,7726.0,787.0,1.0,0.0,0,0.0,,,,,,,,,
369827,2013-11-28,,4.0,8701.0,,1.0,0.0,0,0.0,,,,,,,,,
369842,2013-11-28,,4.0,4921.0,634.0,1.0,0.0,0,0.0,,,,,,,,,
369901,2013-11-28,,4.0,2502.0,375.0,1.0,0.0,0,0.0,,,,,,,,,
369968,2013-11-28,,4.0,,555.0,1.0,0.0,0,0.0,,,,,,,,,
370015,2013-11-28,,4.0,6376.0,,1.0,0.0,0,0.0,,,,,,,,,
370056,2013-11-28,,4.0,,1042.0,1.0,0.0,0,0.0,,,,,,,,,
370058,2013-11-28,,4.0,4991.0,478.0,1.0,0.0,0,0.0,,,,,,,,,
370069,2013-11-28,,4.0,4870.0,732.0,1.0,0.0,0,0.0,,,,,,,,,
370084,2013-11-28,,4.0,5233.0,733.0,1.0,0.0,0,0.0,,,,,,,,,
370112,2013-11-28,,4.0,7820.0,876.0,1.0,0.0,0,0.0,,,,,,,,,
370119,2013-11-28,,4.0,7590.0,767.0,1.0,0.0,0,0.0,,,,,,,,,
370198,2013-11-29,,5.0,9193.0,755.0,1.0,0.0,0,,,,,,,,,,
370212,2013-11-29,,,12105.0,1201.0,1.0,0.0,0,0.0,,,,,,,,,
370227,2013-11-29,,5.0,,708.0,1.0,0.0,0,0.0,,,,,,,,,
370233,2013-11-29,,5.0,10497.0,1120.0,1.0,0.0,0,0.0,,,,,,,,,
370242,2013-11-29,,5.0,5318.0,769.0,1.0,0.0,0,0.0,,,,,,,,,
370254,2013-11-29,,5.0,5599.0,493.0,1.0,,0,0.0,,,,,,,,,
370255,2013-11-29,,5.0,8595.0,1143.0,1.0,0.0,0,0.0,,,,,,,,,
370279,2013-11-29,,5.0,6238.0,453.0,1.0,0.0,0,0.0,,,,,,,,,
370303,2013-11-29,,5.0,22108.0,2861.0,1.0,0.0,0,0.0,,,,,,,,,
370320,2013-11-29,,5.0,6489.0,637.0,1.0,0.0,0,0.0,,,,,,,,,
370456,2013-11-29,,,5623.0,,1.0,0.0,0,0.0,,,,,,,,,
370459,2013-11-29,,5.0,10547.0,939.0,1.0,0.0,0,0.0,,,,,,,,,
370489,2013-11-29,,5.0,5806.0,598.0,1.0,0.0,0,0.0,,,,,,,,,
370498,2013-11-29,,5.0,6503.0,565.0,1.0,0.0,0,0.0,,,,,,,,,
370552,2013-11-29,,5.0,5032.0,596.0,1.0,0.0,0,,,,,,,,,,
370565,2013-11-29,,5.0,6158.0,535.0,1.0,0.0,0,0.0,,,,,,,,,
370601,2013-11-29,,5.0,9288.0,1315.0,1.0,0.0,0,0.0,,,,,,,,,
370616,2013-11-29,,5.0,5755.0,503.0,1.0,0.0,0,0.0,,,,,,,,,
370627,2013-11-29,,5.0,8612.0,823.0,1.0,0.0,0,0.0,,,,,,,,,
370660,2013-11-29,,5.0,,1447.0,1.0,0.0,0,0.0,,,,,,,,,
370676,2013-11-29,,5.0,7525.0,893.0,1.0,0.0,0,0.0,,,,,,,,,
370679,2013-11-29,,5.0,6511.0,626.0,1.0,0.0,0,0.0,,,,,,,,,
370729,2013-11-29,,5.0,8331.0,598.0,1.0,0.0,0,0.0,,,,,,,,,
370764,2013-11-29,,5.0,8894.0,1190.0,1.0,0.0,0,0.0,,,,,,,,,
370840,2013-11-29,,5.0,11901.0,1047.0,1.0,0.0,0,0.0,,,,,,,,,
370855,2013-11-29,,5.0,9578.0,1019.0,1.0,0.0,0,0.0,,,,,,,,,
370864,2013-11-29,,5.0,8423.0,901.0,1.0,0.0,0,0.0,,,,,,,,,
370967,2013-11-29,,5.0,14333.0,2096.0,1.0,0.0,0,0.0,,,,,,,,,
370994,2013-11-29,,5.0,14785.0,1422.0,1.0,0.0,0,0.0,,,,,,,,,
371017,2013-11-29,,,5151.0,572.0,1.0,0.0,0,0.0,,,,,,,,,
371043,2013-11-29,,5.0,5738.0,594.0,,0.0,0,0.0,,,,,,,,,
371081,2013-11-29,,5.0,9508.0,732.0,1.0,0.0,0,0.0,,,,,,,,,
371115,2013-11-29,,5.0,9071.0,675.0,1.0,0.0,0,,,,,,,,,,
371153,2013-11-29,,5.0,7377.0,660.0,1.0,0.0,0,0.0,,,,,,,,,
371183,2013-11-29,,5.0,8222.0,876.0,1.0,0.0,0,0.0,,,,,,,,,
371196,2013-11-29,,5.0,6308.0,576.0,1.0,0.0,0,0.0,,,,,,,,,
371214,2013-11-29,,5.0,6071.0,975.0,1.0,0.0,0,0.0,,,,,,,,,
371262,2013-11-29,,5.0,5402.0,474.0,,0.0,0,0.0,,,,,,,,,
371269,2013-11-29,,5.0,5361.0,702.0,1.0,0.0,0,0.0,,,,,,,,,
371312,2013-11-30,,,7603.0,770.0,1.0,0.0,0,0.0,,,,,,,,,
371336,2013-11-30,,6.0,7711.0,582.0,1.0,0.0,0,0.0,,,,,,,,,
371363,2013-11-30,,6.0,11280.0,904.0,1.0,0.0,0,,,,,,,,,,
371368,2013-11-30,,6.0,8433.0,694.0,1.0,0.0,0,0.0,,,,,,,,,
371392,2013-11-30,,6.0,4161.0,463.0,1.0,0.0,0,,,,,,,,,,
371399,2013-11-30,,6.0,9131.0,1204.0,1.0,0.0,,0.0,,,,,,,,,
371451,2013-11-30,,6.0,9517.0,1440.0,1.0,0.0,0,0.0,,,,,,,,,
371452,2013-11-30,,6.0,8762.0,840.0,1.0,0.0,0,0.0,,,,,,,,,
371510,2013-11-30,,6.0,4028.0,421.0,1.0,0.0,0,0.0,,,,,,,,,
371532,2013-11-30,,6.0,10546.0,1334.0,1.0,0.0,,0.0,,,,,,,,,
371548,2013-11-30,,6.0,8279.0,1289.0,1.0,0.0,0,0.0,,,,,,,,,
371564,2013-11-30,,6.0,18512.0,2249.0,1.0,0.0,0,0.0,,,,,,,,,
371615,2013-11-30,,6.0,6446.0,810.0,1.0,0.0,0,0.0,,,,,,,,,
371673,2013-11-30,,6.0,4069.0,517.0,1.0,0.0,0,0.0,,,,,,,,,
371774,2013-11-30,,,8633.0,851.0,1.0,0.0,0,0.0,,,,,,,,,
371832,2013-11-30,,6.0,7424.0,655.0,1.0,0.0,0,0.0,,,,,,,,,
371876,2013-11-30,,6.0,6503.0,812.0,1.0,0.0,0,0.0,,,,,,,,,
371916,2013-11-30,,6.0,6403.0,662.0,1.0,0.0,0,0.0,,,,,,,,,
371971,2013-11-30,,6.0,12900.0,1611.0,1.0,0.0,0,0.0,,,,,,,,,
372039,2013-11-30,,6.0,5358.0,385.0,1.0,0.0,0,0.0,,,,,,,,,
372076,2013-11-30,,6.0,4897.0,527.0,1.0,0.0,0,0.0,,,,,,,,,
372084,2013-11-30,,6.0,10774.0,967.0,1.0,0.0,0,0.0,,,,,,,,,
372120,2013-11-30,,6.0,2817.0,295.0,1.0,0.0,0,0.0,,,,,,,,,
372130,2013-11-30,,6.0,9504.0,602.0,1.0,0.0,0,,,,,,,,,,
372151,2013-11-30,,6.0,10575.0,1286.0,1.0,0.0,0,0.0,,,,,,,,,
372213,2013-11-30,,6.0,10258.0,1157.0,1.0,0.0,0,0.0,,,,,,,,,
372236,2013-11-30,,6.0,3355.0,335.0,1.0,0.0,0,0.0,,,,,,,,,
372256,2013-11-30,,6.0,7080.0,925.0,1.0,0.0,0,0.0,,,,,,,,,
372280,2013-11-30,,6.0,7597.0,782.0,1.0,0.0,,0.0,,,,,,,,,
372281,2013-11-30,,6.0,10286.0,847.0,1.0,0.0,0,0.0,,,,,,,,,
372288,2013-11-30,,6.0,7054.0,657.0,1.0,0.0,0,0.0,,,,,,,,,
372299,2013-11-30,,6.0,4438.0,410.0,1.0,0.0,0,0.0,,,,,,,,,
372410,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372423,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372481,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372486,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372541,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372600,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372603,2013-12-01,,7.0,0.0,,0.0,0.0,0,0.0,,,,,,,,,
372670,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372705,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372720,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372751,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372783,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372789,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372834,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372845,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372876,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
372961,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373044,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373062,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373077,2013-12-01,,7.0,,0.0,0.0,0.0,0,0.0,,,,,,,,,
373085,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373136,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373177,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373228,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373257,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373315,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373321,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373385,2013-12-01,,7.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
373400,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373414,2013-12-01,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
373509,2013-12-01,,7.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
373541,2013-12-02,,1.0,6820.0,735.0,1.0,1.0,0,0.0,,,,,,,,,
373561,2013-12-02,,1.0,,1296.0,1.0,1.0,0,0.0,,,,,,,,,
373577,2013-12-02,,,16451.0,1618.0,1.0,1.0,0,0.0,,,,,,,,,
373580,2013-12-02,,1.0,18300.0,1707.0,1.0,1.0,0,0.0,,,,,,,,,
373595,2013-12-02,,1.0,11412.0,870.0,1.0,,0,0.0,,,,,,,,,
373601,2013-12-02,,1.0,9517.0,934.0,1.0,1.0,0,0.0,,,,,,,,,
373610,2013-12-02,,1.0,12942.0,1172.0,1.0,1.0,0,,,,,,,,,,
373659,2013-12-02,,1.0,12062.0,1243.0,1.0,1.0,0,0.0,,,,,,,,,
373665,2013-12-02,,,5795.0,548.0,1.0,1.0,0,0.0,,,,,,,,,
373690,2013-12-02,,1.0,18973.0,2202.0,1.0,1.0,0,0.0,,,,,,,,,
373772,2013-12-02,,1.0,13918.0,1209.0,1.0,1.0,0,0.0,,,,,,,,,
373882,2013-12-02,,1.0,7428.0,700.0,1.0,1.0,,0.0,,,,,,,,,
373895,2013-12-02,,1.0,10992.0,1111.0,1.0,1.0,0,0.0,,,,,,,,,
373941,2013-12-02,,1.0,15538.0,1142.0,1.0,1.0,0,0.0,,,,,,,,,
373942,2013-12-02,,1.0,11738.0,1332.0,1.0,1.0,0,0.0,,,,,,,,,
374002,2013-12-02,,1.0,13216.0,1288.0,1.0,1.0,0,0.0,,,,,,,,,
374008,2013-12-02,,1.0,8473.0,1024.0,1.0,1.0,0,0.0,,,,,,,,,
374038,2013-12-02,,1.0,13744.0,1125.0,1.0,1.0,0,0.0,,,,,,,,,
374108,2013-12-02,,1.0,8166.0,587.0,1.0,1.0,0,0.0,,,,,,,,,
374224,2013-12-02,,1.0,9798.0,689.0,1.0,1.0,0,,,,,,,,,,
374229,2013-12-02,,1.0,12051.0,1352.0,1.0,1.0,0,0.0,,,,,,,,,
374253,2013-12-02,,1.0,10361.0,877.0,1.0,1.0,0,0.0,,,,,,,,,
374258,2013-12-02,,1.0,30029.0,3855.0,1.0,,0,0.0,,,,,,,,,
374307,2013-12-02,,,14546.0,1136.0,1.0,1.0,0,0.0,,,,,,,,,
374311,2013-12-02,,,16601.0,1174.0,1.0,1.0,0,0.0,,,,,,,,,
374326,2013-12-02,,1.0,23956.0,2158.0,1.0,1.0,0,0.0,,,,,,,,,
374343,2013-12-02,,1.0,9449.0,1160.0,1.0,1.0,0,0.0,,,,,,,,,
374399,2013-12-02,,1.0,10450.0,959.0,1.0,1.0,0,0.0,,,,,,,,,
374428,2013-12-02,,1.0,11586.0,791.0,1.0,1.0,0,0.0,,,,,,,,,
374489,2013-12-02,,1.0,10304.0,823.0,1.0,1.0,0,0.0,,,,,,,,,
374539,2013-12-02,,1.0,10888.0,999.0,1.0,1.0,0,0.0,,,,,,,,,
374553,2013-12-02,,1.0,17259.0,1374.0,1.0,1.0,0,0.0,,,,,,,,,
374582,2013-12-02,,1.0,10943.0,957.0,1.0,1.0,0,0.0,,,,,,,,,
374591,2013-12-02,,1.0,6264.0,549.0,1.0,1.0,0,0.0,,,,,,,,,
374643,2013-12-03,,2.0,10178.0,686.0,1.0,1.0,0,0.0,,,,,,,,,
374734,2013-12-03,,2.0,10351.0,889.0,1.0,1.0,0,0.0,,,,,,,,,
374787,2013-12-03,,2.0,6846.0,887.0,1.0,1.0,0,0.0,,,,,,,,,
374835,2013-12-03,,2.0,3702.0,418.0,1.0,1.0,0,0.0,,,,,,,,,
374875,2013-12-03,,2.0,10515.0,772.0,1.0,1.0,0,0.0,,,,,,,,,
374883,2013-12-03,,2.0,5749.0,459.0,1.0,1.0,0,0.0,,,,,,,,,
374930,2013-12-03,,2.0,11009.0,898.0,1.0,1.0,0,0.0,,,,,,,,,
374957,2013-12-03,,2.0,8451.0,775.0,1.0,1.0,0,0.0,,,,,,,,,
374964,2013-12-03,,2.0,5577.0,653.0,1.0,1.0,0,0.0,,,,,,,,,
374970,2013-12-03,,2.0,5698.0,656.0,1.0,1.0,0,0.0,,,,,,,,,
375015,2013-12-03,,2.0,7223.0,660.0,1.0,1.0,0,0.0,,,,,,,,,
375039,2013-12-03,,2.0,10289.0,640.0,1.0,1.0,0,0.0,,,,,,,,,
375049,2013-12-03,,2.0,8541.0,863.0,1.0,1.0,,0.0,,,,,,,,,
375076,2013-12-03,,2.0,7392.0,625.0,1.0,1.0,0,0.0,,,,,,,,,
375089,2013-12-03,,2.0,8059.0,978.0,1.0,1.0,0,0.0,,,,,,,,,
375120,2013-12-03,,2.0,16718.0,1892.0,1.0,1.0,0,0.0,,,,,,,,,
375121,2013-12-03,,2.0,7477.0,834.0,1.0,1.0,0,0.0,,,,,,,,,
375141,2013-12-03,,2.0,,590.0,1.0,1.0,,0.0,,,,,,,,,
375173,2013-12-03,,2.0,7317.0,863.0,1.0,1.0,0,0.0,,,,,,,,,
375205,2013-12-03,,2.0,11024.0,1001.0,1.0,1.0,0,0.0,,,,,,,,,
375227,2013-12-03,,2.0,8695.0,733.0,1.0,1.0,0,0.0,,,,,,,,,
375270,2013-12-03,,2.0,5927.0,485.0,1.0,1.0,0,0.0,,,,,,,,,
375310,2013-12-03,,2.0,3889.0,371.0,1.0,1.0,0,0.0,,,,,,,,,
375344,2013-12-03,,2.0,9242.0,823.0,1.0,1.0,0,0.0,,,,,,,,,
375373,2013-12-03,,2.0,8937.0,866.0,1.0,1.0,0,0.0,,,,,,,,,
375439,2013-12-03,,2.0,12539.0,836.0,1.0,1.0,0,0.0,,,,,,,,,
375532,2013-12-03,,2.0,13100.0,1477.0,1.0,1.0,0,0.0,,,,,,,,,
375540,2013-12-03,,2.0,8286.0,1767.0,1.0,1.0,0,0.0,,,,,,,,,
375602,2013-12-03,,2.0,7412.0,953.0,1.0,1.0,0,0.0,,,,,,,,,
375635,2013-12-03,,2.0,9659.0,900.0,1.0,1.0,0,0.0,,,,,,,,,
375651,2013-12-03,,2.0,6775.0,590.0,1.0,1.0,0,0.0,,,,,,,,,
375670,2013-12-03,,2.0,12143.0,1083.0,1.0,1.0,0,,,,,,,,,,
375693,2013-12-03,,2.0,8576.0,855.0,1.0,1.0,0,0.0,,,,,,,,,
375697,2013-12-03,,2.0,10623.0,861.0,1.0,1.0,0,0.0,,,,,,,,,
375699,2013-12-03,,2.0,11657.0,1086.0,1.0,1.0,0,0.0,,,,,,,,,
375746,2013-12-03,,2.0,11117.0,809.0,1.0,1.0,0,0.0,,,,,,,,,
375751,2013-12-03,,2.0,8362.0,562.0,1.0,1.0,0,0.0,,,,,,,,,
375779,2013-12-04,,3.0,13455.0,1356.0,1.0,1.0,0,0.0,,,,,,,,,
375782,2013-12-04,,3.0,10774.0,836.0,1.0,1.0,0,0.0,,,,,,,,,
375805,2013-12-04,,3.0,10006.0,771.0,1.0,1.0,0,0.0,,,,,,,,,
375830,2013-12-04,,3.0,9949.0,1247.0,,1.0,0,0.0,,,,,,,,,
375857,2013-12-04,,3.0,6126.0,563.0,1.0,1.0,0,0.0,,,,,,,,,
375858,2013-12-04,,3.0,7991.0,687.0,1.0,1.0,0,0.0,,,,,,,,,
375988,2013-12-04,,3.0,9802.0,881.0,1.0,1.0,0,0.0,,,,,,,,,
375990,2013-12-04,,3.0,6406.0,444.0,1.0,,0,,,,,,,,,,
376020,2013-12-04,,3.0,14684.0,1499.0,,1.0,0,0.0,,,,,,,,,
376048,2013-12-04,,3.0,7979.0,,,1.0,0,0.0,,,,,,,,,
376070,2013-12-04,,3.0,7230.0,677.0,1.0,1.0,0,0.0,,,,,,,,,
376093,2013-12-04,,3.0,9355.0,822.0,1.0,1.0,0,0.0,,,,,,,,,
376097,2013-12-04,,3.0,4424.0,566.0,1.0,1.0,0,0.0,,,,,,,,,
376173,2013-12-04,,3.0,,508.0,1.0,1.0,0,0.0,,,,,,,,,
376176,2013-12-04,,3.0,9189.0,1042.0,1.0,1.0,0,0.0,,,,,,,,,
376178,2013-12-04,,3.0,13848.0,1147.0,1.0,1.0,0,0.0,,,,,,,,,
376213,2013-12-04,,3.0,12912.0,1563.0,1.0,1.0,0,0.0,,,,,,,,,
376239,2013-12-04,,3.0,8898.0,622.0,1.0,1.0,0,0.0,,,,,,,,,
376271,2013-12-04,,3.0,7776.0,805.0,1.0,1.0,0,0.0,,,,,,,,,
376290,2013-12-04,,3.0,8021.0,561.0,1.0,1.0,0,0.0,,,,,,,,,
376352,2013-12-04,,3.0,4816.0,748.0,1.0,1.0,0,0.0,,,,,,,,,
376383,2013-12-04,,3.0,11050.0,675.0,1.0,1.0,,0.0,,,,,,,,,
376388,2013-12-04,,3.0,11811.0,1114.0,1.0,1.0,0,0.0,,,,,,,,,
376417,2013-12-04,,3.0,7847.0,617.0,1.0,1.0,0,0.0,,,,,,,,,
376461,2013-12-04,,3.0,9074.0,1059.0,1.0,1.0,,0.0,,,,,,,,,
376466,2013-12-04,,3.0,5865.0,566.0,1.0,1.0,0,0.0,,,,,,,,,
376548,2013-12-04,,3.0,5976.0,818.0,1.0,1.0,0,0.0,,,,,,,,,
376565,2013-12-04,,3.0,5029.0,442.0,1.0,1.0,0,0.0,,,,,,,,,
376627,2013-12-04,,3.0,9568.0,807.0,1.0,1.0,0,0.0,,,,,,,,,
376635,2013-12-04,,3.0,9281.0,925.0,1.0,1.0,0,0.0,,,,,,,,,
376682,2013-12-04,,3.0,9791.0,821.0,1.0,1.0,0,0.0,,,,,,,,,
376705,2013-12-04,,3.0,13374.0,1515.0,1.0,1.0,0,0.0,,,,,,,,,
376738,2013-12-04,,3.0,10378.0,813.0,1.0,1.0,0,0.0,,,,,,,,,
376780,2013-12-04,,3.0,8510.0,925.0,1.0,1.0,0,0.0,,,,,,,,,
376786,2013-12-04,,3.0,8766.0,614.0,1.0,1.0,0,0.0,,,,,,,,,
376793,2013-12-04,,3.0,7239.0,800.0,1.0,1.0,0,0.0,,,,,,,,,
376811,2013-12-04,,3.0,10351.0,896.0,1.0,1.0,0,0.0,,,,,,,,,
376895,2013-12-05,,4.0,10488.0,752.0,1.0,1.0,0,0.0,,,,,,,,,
376998,2013-12-05,,4.0,8519.0,973.0,1.0,1.0,0,0.0,,,,,,,,,
377132,2013-12-05,,4.0,6048.0,483.0,1.0,1.0,0,0.0,,,,,,,,,
377155,2013-12-05,,4.0,7635.0,737.0,1.0,1.0,0,0.0,,,,,,,,,
377197,2013-12-05,,4.0,6725.0,694.0,1.0,1.0,0,0.0,,,,,,,,,
377200,2013-12-05,,4.0,6118.0,684.0,1.0,1.0,0,0.0,,,,,,,,,
377203,2013-12-05,,4.0,13023.0,965.0,1.0,1.0,0,0.0,,,,,,,,,
377207,2013-12-05,,4.0,8847.0,713.0,1.0,1.0,0,0.0,,,,,,,,,
377246,2013-12-05,,4.0,8502.0,930.0,1.0,1.0,0,0.0,,,,,,,,,
377247,2013-12-05,,4.0,9054.0,900.0,1.0,1.0,0,0.0,,,,,,,,,
377318,2013-12-05,,4.0,9741.0,625.0,1.0,1.0,0,0.0,,,,,,,,,
377352,2013-12-05,,4.0,8001.0,617.0,1.0,1.0,0,0.0,,,,,,,,,
377363,2013-12-05,,4.0,7090.0,877.0,1.0,1.0,0,0.0,,,,,,,,,
377387,2013-12-05,,4.0,9034.0,743.0,1.0,1.0,0,0.0,,,,,,,,,
377401,2013-12-05,,4.0,4634.0,445.0,1.0,1.0,0,0.0,,,,,,,,,
377406,2013-12-05,,4.0,7157.0,935.0,,1.0,0,0.0,,,,,,,,,
377421,2013-12-05,,4.0,7523.0,780.0,1.0,1.0,0,0.0,,,,,,,,,
377425,2013-12-05,,4.0,3680.0,482.0,1.0,1.0,0,0.0,,,,,,,,,
377438,2013-12-05,,4.0,7857.0,1082.0,1.0,1.0,0,,,,,,,,,,
377483,2013-12-05,,4.0,9013.0,1945.0,1.0,1.0,0,0.0,,,,,,,,,
377494,2013-12-05,,4.0,8702.0,619.0,1.0,1.0,,0.0,,,,,,,,,
377527,2013-12-05,,4.0,7403.0,831.0,1.0,1.0,0,0.0,,,,,,,,,
377549,2013-12-05,,4.0,6220.0,571.0,1.0,1.0,0,0.0,,,,,,,,,
377655,2013-12-05,,4.0,9045.0,655.0,1.0,1.0,0,0.0,,,,,,,,,
377658,2013-12-05,,4.0,12371.0,1540.0,1.0,1.0,0,0.0,,,,,,,,,
377661,2013-12-05,,4.0,10098.0,1075.0,1.0,1.0,0,0.0,,,,,,,,,
377742,2013-12-05,,,7629.0,773.0,,1.0,0,0.0,,,,,,,,,
